[-28.61867332 -15.82950878   1.67437518],[ 0.63338381  0.58130687 -0.35858566  0.37024605]
[ 58.03272247 -34.21226501   1.58436   ],[ 0.65711319  0.61537802  0.2718012  -0.34347549]
[ 16.05249786 -23.69146347   1.83443284],[ 0.76876861  0.63337171 -0.02757379 -0.02851856]
[  8.45888138 -20.59536171   1.82135034],[ 0.76145035  0.60134035 -0.174925    0.1513218 ]
[ 34.02618027 -28.35398865   1.77800953],[ 0.71749729  0.62792951  0.18396851 -0.23818496]
[ 10.70485687 -21.44053459   1.82889569],[ 0.77226454  0.62394315 -0.08464394  0.07037838]
[ 69.06894684 -37.96478271   1.55685651],[ 0.64137733  0.66278756  0.25947189 -0.29823163]
[  3.34481096 -18.19859505   1.78984845],[ 0.74905008  0.60696948 -0.16927031  0.18987256]
[-24.13358688 -16.74091339   1.70220768],[ 0.64327914  0.58734947 -0.3528485   0.34465399]
[ -7.16097021 -13.94322014   1.66794753],[ 0.71631938  0.54769945 -0.28767207  0.31904668]
[ -0.70248955 -16.2700367    1.73074841],[ 0.75564873  0.57239145 -0.22470284  0.21866049]
[  0.41945809 -16.2377224    1.74673128],[ 0.70990729  0.62356758 -0.2125175   0.2435395 ]
[-37.79780579 -17.06274223   1.6436497 ],[ 0.60424125  0.55486488 -0.37891939  0.43631247]
[ 57.11577225 -34.14960098   1.5998491 ],[ 0.67045861  0.5989936   0.287247   -0.33533305]
[ 61.08155441 -34.16368866   1.6097492 ],[ 0.67686057  0.67108369  0.20879838 -0.23497452]
[ 79.44748688 -39.01650238   1.40486932],[ 0.65194345  0.66424006  0.2320655  -0.29176852]
[-12.41635323 -18.41061974   1.77510512],[ 0.67706263  0.61899602 -0.27865538  0.28376982]
[-15.85782909 -19.10113335   1.76639974],[ 0.67263305  0.60321778 -0.29527313  0.30778587]
[ 31.34474945 -24.47021103   1.70540059],[ 0.7460869   0.62972873  0.12155417 -0.17185909]
[-31.9909153  -14.06617355   1.61482382],[ 0.66719759  0.5347563  -0.33285308  0.40418696]
[-25.73706055 -13.35641956   1.6222887 ],[ 0.67162943  0.53783745 -0.31677091  0.404771  ]
[ -8.17373562 -14.56112862   1.67783213],[ 0.71728396  0.55041486 -0.2900674   0.31334475]
[  4.93607903 -17.30371094   1.7782414 ],[ 0.7415154   0.66155845 -0.1167538   0.08507524]
[ 51.52855682 -31.09755898   1.66579711],[ 0.70091045  0.66727185  0.15644196 -0.20744535]
[ 21.48426819 -23.57783699   1.7610786 ],[ 0.77639937  0.6146251   0.04220057 -0.10184287]
[ 28.36941719 -27.69106483   1.78620517],[ 0.752469    0.61590379  0.13147807 -0.18274502]
[-13.17159462 -18.50842667   1.7781955 ],[ 0.66421127  0.62026304 -0.29191494  0.30022717]
[-22.17115211 -14.36513901   1.63886368],[ 0.6507594   0.5183785  -0.33668649  0.44503272]
[  3.5006237  -17.80062294   1.764853  ],[ 0.76301444  0.59124303 -0.17884904  0.18309712]
[ 30.38593864 -24.57479477   1.71923995],[ 0.76585364  0.62179267  0.07212336 -0.13068527]
[ 30.03081322 -26.75314713   1.78532159],[ 0.69020188  0.64357525  0.22055978 -0.25034055]
[ -3.76198769 -15.71187305   1.73900104],[ 0.67923611  0.62882048 -0.24774614  0.28703713]
[-24.87983322 -16.49165916   1.70170259],[ 0.65581894  0.58091885 -0.33685282  0.35113266]
[ 14.8057394  -23.18842888   1.79964626],[ 0.79306805  0.60696393 -0.00888319 -0.00304363]
[  0.34074867 -16.44182014   1.72915018],[ 0.76950002  0.57276142 -0.19594806  0.20044513]
[ 53.71581268 -32.34451675   1.65053928],[ 0.69039077  0.66057938  0.1903145  -0.23747514]
[ 70.87082672 -38.52717972   1.548329  ],[ 0.65704185  0.66757834  0.23677632 -0.2705498 ]
[-16.36940384 -15.10770321   1.68781638],[ 0.67487866  0.55845392 -0.33665815  0.35234779]
[ 71.72118378 -38.09413147   1.49171841],[ 0.65046114  0.66882443  0.23672357 -0.27908313]
[ 69.14189148 -37.93805695   1.5347507 ],[ 0.66378498  0.65829235  0.24478871 -0.26899204]
[ 20.89180756 -25.52108383   1.7983743 ],[ 0.79450369  0.60252094  0.03076937 -0.04599078]
[ 14.64911556 -19.84721375   1.74078035],[ 0.73596048  0.66470408  0.06043307 -0.08578682]
[ 88.4362793  -40.55391312   1.27812803],[ 0.64532012  0.5979442   0.31189585 -0.36927092]
[ 89.2056427  -42.98429489   1.33307123],[ 0.65118122  0.63636792  0.24336672 -0.34213635]
[ 19.43066216 -22.24544716   1.74323332],[ 0.72448379  0.6635105   0.11182463 -0.15013768]
[ 24.56615829 -21.59316826   1.68486953],[ 0.70283759  0.66903198  0.16007683 -0.18236883]
[ -9.53940678 -17.56668854   1.7634697 ],[ 0.66889483  0.6247136  -0.27222946  0.29889408]
[-33.81071472 -14.00249195   1.59247983],[ 0.66011316  0.52723533 -0.33920828  0.41780207]
[ 17.24638367 -22.03680229   1.79636467],[ 0.74245054  0.66586679 -0.01532785 -0.01142362]
[ 84.39188385 -38.22092056   1.30821657],[ 0.61773479  0.5820269   0.32326144 -0.43032056]
[ 74.76341248 -37.66463089   1.39242399],[ 0.65572661  0.64609396  0.27215013 -0.28867924]
[ 62.36964417 -35.60961533   1.59967661],[ 0.68851334  0.6473853   0.22504973 -0.24766172]
[ 27.74232864 -24.97837448   1.72219896],[ 0.78887302  0.60733187  0.02134496 -0.08297842]
[ -4.58517361 -15.60134315   1.73113525],[ 0.69524372  0.63144481 -0.24498129  0.25331664]
[ 34.28424835 -29.42703247   1.79200602],[ 0.72102225  0.62099177  0.18085548 -0.24583356]
[ 62.47790527 -33.85570526   1.57138789],[ 0.68502432  0.67114782  0.18130001 -0.22618048]
[  4.53654242 -19.70261002   1.81151974],[ 0.75408113  0.60581225 -0.19055149  0.16159935]
[ 24.35257912 -21.40112305   1.70877671],[ 0.68841749  0.68745476  0.17196473 -0.16679697]
[-16.61821556 -15.53026867   1.71533704],[ 0.66024101  0.57321101 -0.33354566  0.3599984 ]
[ 32.13858795 -21.5198307    1.62983334],[ 0.71776664  0.63569802  0.17084751 -0.22340252]
[ 11.298316   -22.99606133   1.85763812],[ 0.76423991  0.63183123 -0.08192924  0.08020902]
[ 13.58293819 -22.74974251   1.80807185],[ 0.77166146  0.63353777  0.00620338 -0.02457977]
[ 22.39278412 -23.48866463   1.73584366],[ 0.77793413  0.61294502  0.06790265 -0.10668484]
[-13.07495117 -18.97624016   1.78304386],[ 0.67917651  0.63276851 -0.26642075  0.2609764 ]
[ 19.37867355 -22.84518242   1.7624979 ],[ 0.72831303  0.6605553   0.1089233  -0.13851471]
[-12.8539362  -18.22920227   1.7728349 ],[ 0.65316182  0.62221187 -0.30119687  0.31233424]
